Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Price_USD,Sales_Volume
x5,2017,europe,black,hybrid,manual,1.8,119505.0,3713
3 series,2023,asia,silver,diesel,automatic,2.5,88351.0,8962
x5,2020,africa,grey,petrol,manual,3.2,46583.0,3328
x5,2017,asia,black,electric,manual,2.1,36712.0,175
7 series,2021,europe,black,diesel,manual,1.9,62591.0,5137
i8,2023,europe,silver,petrol,manual,3.1,84151.0,1621
m5,2021,south america,red,petrol,automatic,3.5,119482.0,8021
m3,2015,south america,white,diesel,automatic,4.4,71348.0,3769
5 series,2013,north america,white,diesel,automatic,5.0,95815.0,6565
x6,2024,africa,grey,hybrid,manual,4.2,114125.0,7943
3 series,2010,africa,black,diesel,automatic,2.3,59605.0,5940
i3,2021,africa,blue,electric,automatic,4.1,119710.0,323
i3,2016,middle east,blue,hybrid,manual,3.4,67542.0,9521
x5,2017,north america,red,hybrid,manual,3.1,110487.0,6155
m3,2018,asia,red,petrol,manual,4.8,80852.0,4062
5 series,2011,asia,silver,diesel,automatic,4.0,92184.0,2314
7 series,2010,middle east,grey,petrol,automatic,3.9,78844.0,8348
m5,2013,africa,white,petrol,manual,1.5,118461.0,9800
7 series,2022,europe,white,electric,automatic,4.5,72073.0,7597
3 series,2014,asia,blue,electric,automatic,4.3,60010.0,4281
x5,2019,middle east,red,electric,automatic,2.5,41926.0,5695
5 series,2021,asia,grey,electric,automatic,2.5,65139.0,7604
7 series,2010,north america,black,petrol,automatic,1.7,49870.0,5581
x1,2014,africa,grey,electric,manual,1.7,90881.0,493
5 series,2015,asia,blue,petrol,manual,3.8,47441.0,3270
7 series,2012,middle east,silver,electric,manual,2.2,76168.0,9502
7 series,2021,south america,black,hybrid,automatic,4.7,76552.0,4833
x6,2024,north america,red,electric,manual,4.4,114161.0,853
i8,2016,africa,white,diesel,manual,2.7,47745.0,4918
x5,2023,middle east,black,petrol,automatic,2.8,108673.0,8767
7 series,2015,asia,red,hybrid,manual,2.6,107761.0,2596
i3,2013,europe,grey,diesel,automatic,1.8,80004.0,6650
3 series,2012,europe,black,hybrid,automatic,1.6,60976.0,5317
m3,2014,north america,red,hybrid,automatic,3.1,67501.0,2868
i8,2012,asia,blue,electric,automatic,4.8,59431.0,6439
m3,2019,europe,black,diesel,automatic,4.7,104942.0,6726
5 series,2018,africa,white,diesel,manual,4.3,46303.0,5951
m3,2018,europe,black,diesel,automatic,3.7,60070.0,1739
x5,2015,north america,silver,petrol,manual,4.5,46931.0,117
3 series,2022,europe,silver,hybrid,automatic,3.3,81660.0,2560
i3,2020,europe,blue,hybrid,automatic,2.1,47968.0,9520
7 series,2015,middle east,silver,electric,manual,3.9,86797.0,2126
x1,2021,europe,blue,petrol,manual,4.7,74901.0,4827
x5,2023,middle east,grey,diesel,manual,1.6,79402.0,5175
x5,2013,africa,grey,petrol,manual,2.4,30300.0,5686
x6,2013,europe,black,diesel,manual,2.4,66301.0,5338
5 series,2011,north america,blue,electric,manual,1.8,53872.0,5405
x1,2019,europe,white,electric,automatic,2.3,92962.0,5282
x1,2013,south america,red,petrol,automatic,2.8,104265.0,2500
m5,2017,north america,silver,petrol,manual,4.8,88452.0,2162
i8,2022,europe,silver,diesel,automatic,4.5,76085.0,9093
7 series,2019,north america,black,electric,automatic,4.8,101531.0,3253
5 series,2011,africa,blue,hybrid,automatic,1.9,50665.0,6553
m3,2018,asia,white,electric,automatic,1.6,104403.0,8434
x5,2023,asia,grey,diesel,manual,1.9,64349.0,7871
m3,2010,south america,silver,electric,automatic,4.7,69572.0,7634
m3,2022,africa,black,diesel,automatic,2.1,96742.0,8744
x1,2011,asia,grey,hybrid,manual,3.5,108634.0,6034
x3,2024,africa,silver,hybrid,manual,2.3,36050.0,3678
i8,2011,north america,white,petrol,automatic,1.6,91159.0,6041
m3,2020,middle east,red,petrol,manual,1.8,41032.0,5961
x6,2022,asia,red,diesel,automatic,4.0,35584.0,8413
7 series,2024,north america,blue,hybrid,manual,2.1,73246.0,5319
x6,2023,middle east,grey,diesel,manual,2.3,84210.0,5964
7 series,2015,africa,blue,hybrid,manual,2.8,41494.0,1966
i3,2024,south america,grey,electric,manual,3.8,49013.0,5984
x5,2023,africa,red,electric,manual,3.1,30692.0,2393
3 series,2016,north america,black,diesel,manual,4.8,78612.0,9592
x6,2022,asia,white,hybrid,automatic,3.0,72715.0,6622
i3,2024,europe,blue,petrol,automatic,2.2,39891.0,3632
3 series,2024,south america,black,diesel,automatic,3.4,40816.0,7696
5 series,2012,asia,black,electric,automatic,3.1,89045.0,6197
7 series,2020,north america,silver,hybrid,automatic,4.3,70222.0,3359
x3,2018,europe,black,petrol,automatic,4.8,35793.0,998
i3,2014,africa,black,hybrid,manual,4.4,61713.0,1168
i3,2014,middle east,black,hybrid,manual,2.9,96099.0,247
7 series,2020,europe,white,diesel,manual,2.3,37573.0,9500
7 series,2021,south america,white,petrol,automatic,4.7,97042.0,2460
x6,2013,asia,red,electric,manual,2.9,114857.0,4844
m3,2018,south america,red,electric,manual,4.2,80383.0,9202
m5,2017,north america,red,petrol,automatic,5.0,111886.0,1818
7 series,2021,europe,silver,petrol,automatic,3.5,73426.0,7411
i8,2013,africa,blue,hybrid,automatic,3.2,77561.0,6353
x3,2013,africa,red,petrol,manual,3.9,37595.0,7204
x1,2011,south america,black,diesel,automatic,2.2,99125.0,999
x1,2018,africa,grey,hybrid,automatic,3.2,77371.0,886
3 series,2012,europe,white,petrol,manual,2.6,88784.0,8848
i8,2013,africa,red,diesel,automatic,2.1,74523.0,5411
x5,2023,middle east,white,electric,manual,3.6,91988.0,6068
7 series,2016,africa,white,petrol,automatic,3.5,114823.0,7238
3 series,2019,north america,white,electric,manual,4.2,107342.0,1178
m3,2017,europe,silver,diesel,manual,4.6,49630.0,9012
x5,2017,asia,black,petrol,manual,2.3,89221.0,8172
x1,2013,europe,red,petrol,manual,4.2,96806.0,5883
x1,2024,middle east,grey,diesel,manual,2.8,39855.0,748
i8,2016,europe,white,petrol,manual,3.7,36609.0,5070
x5,2019,africa,red,petrol,manual,4.5,45123.0,3339
5 series,2010,middle east,grey,electric,automatic,2.4,108312.0,2189
5 series,2015,asia,grey,electric,manual,3.6,44323.0,2201
m3,2015,north america,silver,electric,automatic,3.2,46880.0,1714
m5,2015,europe,black,electric,automatic,4.3,47688.0,7579
x5,2021,south america,white,diesel,manual,3.9,59130.0,8613
7 series,2011,africa,white,petrol,manual,4.2,110355.0,3097
3 series,2017,south america,grey,diesel,manual,2.5,99131.0,8473
x1,2023,africa,blue,electric,manual,4.0,96567.0,6627
x1,2024,middle east,red,hybrid,automatic,3.6,89995.0,6717
m5,2024,north america,grey,petrol,automatic,3.1,47342.0,4119
x3,2014,south america,silver,hybrid,manual,2.8,70770.0,5168
i8,2014,south america,blue,hybrid,manual,2.7,72976.0,1693
5 series,2011,north america,red,electric,manual,1.5,32108.0,6024
m3,2013,south america,red,diesel,manual,2.1,113815.0,5736
x1,2021,south america,red,diesel,manual,1.7,118906.0,6790
i8,2018,africa,black,electric,manual,4.5,59917.0,4098
i8,2018,middle east,black,petrol,manual,4.5,96715.0,5079
x6,2015,north america,white,diesel,manual,4.5,47267.0,3194
5 series,2020,north america,grey,petrol,automatic,4.4,32783.0,1212
3 series,2024,asia,grey,hybrid,manual,2.3,114431.0,2630
5 series,2018,north america,silver,diesel,manual,3.2,55220.0,4097
m3,2013,europe,silver,electric,automatic,4.7,105709.0,9775
x5,2024,north america,silver,electric,automatic,4.2,56243.0,2511
m5,2020,middle east,black,hybrid,manual,1.5,73907.0,4016
i3,2010,north america,black,diesel,automatic,3.1,58735.0,2168
7 series,2011,south america,grey,hybrid,manual,1.5,117296.0,8119
7 series,2022,africa,blue,petrol,manual,2.5,88440.0,2207
x1,2010,middle east,red,petrol,automatic,3.0,116046.0,8192
5 series,2017,south america,white,electric,automatic,4.6,102317.0,5812
m5,2018,south america,red,diesel,automatic,3.8,49339.0,2491
m5,2019,africa,white,hybrid,manual,2.8,42423.0,5150
5 series,2021,asia,black,hybrid,manual,3.2,52205.0,3782
m3,2015,north america,grey,hybrid,automatic,4.4,45842.0,3614
i3,2011,north america,grey,diesel,automatic,2.5,118038.0,6172
7 series,2015,south america,silver,petrol,manual,3.7,81350.0,4740
m5,2018,middle east,blue,hybrid,automatic,2.4,108272.0,2348
x5,2021,africa,white,diesel,automatic,3.2,92182.0,9912
x3,2012,africa,white,petrol,automatic,1.6,62230.0,4393
i8,2018,asia,grey,diesel,manual,4.5,64399.0,9295
i8,2011,south america,blue,electric,automatic,1.7,65556.0,5575
m5,2020,north america,blue,diesel,automatic,2.3,63515.0,3137
m5,2014,asia,red,diesel,manual,2.7,82341.0,1397
m5,2020,middle east,blue,hybrid,automatic,3.7,59757.0,6150
x1,2011,europe,red,electric,manual,4.0,82826.0,6711
x1,2016,north america,black,hybrid,automatic,1.8,58128.0,9393
5 series,2020,middle east,blue,diesel,automatic,1.7,59698.0,4381
7 series,2019,north america,grey,diesel,automatic,4.3,33859.0,3743
x6,2024,north america,grey,petrol,manual,4.0,71407.0,1183
x6,2018,africa,grey,diesel,manual,4.4,87841.0,4230
x1,2016,europe,red,diesel,manual,3.9,71826.0,9376
i3,2021,europe,black,electric,manual,4.1,38100.0,9485
m3,2014,asia,red,electric,automatic,2.8,66157.0,4950
m5,2024,africa,blue,diesel,automatic,3.6,60969.0,6208
x6,2013,asia,silver,petrol,manual,4.3,35503.0,6970
3 series,2021,africa,silver,diesel,automatic,2.1,80344.0,5734
x5,2013,africa,white,diesel,automatic,3.0,75940.0,4059
x6,2024,asia,white,diesel,manual,4.1,62193.0,3891
m3,2019,middle east,silver,diesel,automatic,3.4,105002.0,6100
m3,2017,south america,silver,hybrid,automatic,3.9,65958.0,1039
x6,2019,africa,blue,hybrid,automatic,2.5,78380.0,777
x3,2022,asia,grey,hybrid,manual,1.6,93113.0,9089
m3,2019,south america,red,petrol,manual,1.6,119926.0,2726
i8,2023,north america,white,electric,automatic,4.8,48970.0,9532
i8,2019,africa,white,electric,manual,4.8,50548.0,8882
5 series,2019,middle east,white,electric,automatic,2.2,62167.0,7028
m3,2019,north america,white,petrol,automatic,2.0,59405.0,4893
x6,2010,africa,black,hybrid,automatic,1.6,42776.0,7985
m3,2014,middle east,silver,electric,manual,2.3,37368.0,4586
x5,2023,europe,grey,petrol,automatic,2.7,112866.0,3836
m3,2011,north america,silver,hybrid,automatic,2.3,63724.0,961
i3,2022,north america,blue,diesel,manual,4.3,98568.0,9397
x3,2020,asia,red,diesel,manual,4.1,92449.0,5377
i3,2018,middle east,blue,hybrid,manual,1.8,41242.0,4747
x5,2016,asia,black,diesel,manual,3.9,106745.0,1120
m5,2019,africa,silver,electric,manual,3.3,44524.0,9848
3 series,2017,europe,silver,petrol,automatic,2.0,94251.0,5285
x1,2015,north america,silver,petrol,automatic,4.1,106834.0,5382
x6,2018,asia,red,electric,manual,1.8,102738.0,9535
x3,2015,south america,black,petrol,manual,2.1,115810.0,325
x3,2016,south america,black,electric,manual,2.0,52002.0,231
x5,2016,africa,red,petrol,manual,4.8,105074.0,7073
5 series,2018,north america,red,petrol,automatic,3.9,63412.0,2116
7 series,2020,europe,blue,hybrid,automatic,2.9,34667.0,7309
5 series,2017,asia,white,diesel,manual,4.4,32491.0,6369
x5,2022,africa,black,diesel,automatic,2.3,103500.0,7483
x6,2010,middle east,red,diesel,manual,4.8,108836.0,2050
m3,2013,north america,blue,petrol,automatic,3.9,35874.0,8837
x1,2016,north america,grey,diesel,automatic,3.5,97809.0,2572
x5,2020,asia,black,petrol,automatic,4.3,85059.0,1420
m5,2017,africa,silver,electric,manual,3.8,55167.0,6093
x5,2016,europe,red,electric,manual,4.6,47589.0,4257
x6,2021,europe,red,electric,manual,4.4,56080.0,7648
x1,2012,south america,red,petrol,automatic,2.2,112359.0,4372
5 series,2024,north america,white,electric,automatic,2.3,90343.0,8621
5 series,2013,south america,silver,electric,automatic,1.7,68567.0,7427
m5,2021,africa,red,electric,automatic,2.3,32965.0,9064
5 series,2016,europe,blue,hybrid,automatic,2.7,53971.0,3307
x5,2017,middle east,black,diesel,manual,1.6,67105.0,2769
i3,2016,europe,white,electric,manual,2.6,104325.0,4947
i8,2015,africa,blue,electric,automatic,4.2,50568.0,1512
7 series,2018,europe,blue,hybrid,manual,4.4,101899.0,5383
3 series,2018,asia,silver,petrol,automatic,1.5,38737.0,3193
x6,2020,middle east,grey,hybrid,automatic,1.5,61060.0,6320
5 series,2022,south america,white,electric,manual,2.0,36810.0,6818
5 series,2016,africa,blue,diesel,automatic,4.6,84592.0,4703
3 series,2017,south america,red,diesel,automatic,3.1,63052.0,7568
3 series,2015,asia,red,petrol,manual,4.9,88911.0,730
x5,2010,north america,white,electric,automatic,4.6,60264.0,9505
7 series,2010,north america,grey,diesel,automatic,4.6,88764.0,1687
x6,2015,asia,blue,hybrid,manual,1.9,56828.0,6737
m5,2011,north america,blue,diesel,manual,3.2,49501.0,9849
x5,2023,africa,grey,petrol,automatic,5.0,85940.0,3027
i3,2017,europe,silver,diesel,manual,2.0,75945.0,1868
m5,2010,asia,red,hybrid,automatic,3.5,79716.0,4983
x3,2022,europe,black,diesel,manual,2.7,96889.0,5660
m3,2011,south america,black,hybrid,automatic,2.9,60062.0,1177
m3,2017,europe,black,diesel,automatic,4.6,62717.0,7981
i3,2021,africa,red,diesel,manual,3.6,57152.0,8630
i8,2015,north america,blue,electric,automatic,4.2,30481.0,731
i3,2021,africa,red,electric,automatic,3.9,68735.0,3828
x6,2019,asia,silver,petrol,automatic,3.4,62152.0,712
x5,2011,north america,black,electric,manual,4.3,92982.0,1280
x5,2011,africa,red,petrol,automatic,4.9,69329.0,1062
x1,2020,south america,black,hybrid,automatic,4.9,78981.0,348
m3,2023,asia,white,hybrid,automatic,4.3,55753.0,2700
5 series,2016,middle east,white,petrol,manual,3.2,100524.0,2017
m5,2014,middle east,white,hybrid,automatic,2.1,35433.0,5396
x3,2014,asia,blue,hybrid,automatic,1.7,115564.0,9888
m3,2017,asia,black,petrol,automatic,2.3,64281.0,1195
m3,2021,south america,grey,hybrid,manual,2.7,70512.0,9551
m3,2021,europe,black,diesel,manual,2.0,65912.0,2357
m3,2016,north america,red,diesel,manual,2.3,39365.0,3350
7 series,2021,europe,blue,diesel,manual,1.8,47786.0,1280
x6,2023,south america,white,hybrid,automatic,3.3,39310.0,9671
i8,2018,asia,white,hybrid,manual,1.9,106176.0,524
7 series,2013,asia,red,petrol,manual,4.1,59630.0,4586
5 series,2019,europe,black,petrol,automatic,2.7,93604.0,7117
i3,2013,middle east,silver,diesel,automatic,3.9,58865.0,4616
x1,2011,africa,grey,electric,automatic,4.6,65254.0,7750
i8,2012,africa,white,petrol,manual,1.8,104666.0,4642
m5,2010,north america,white,petrol,automatic,5.0,81657.0,9102
x5,2010,north america,blue,hybrid,automatic,3.8,30948.0,3775
i8,2016,south america,blue,hybrid,automatic,1.7,71787.0,3536
5 series,2023,asia,silver,hybrid,manual,2.6,77192.0,2166
5 series,2023,europe,black,petrol,automatic,4.6,61093.0,3287
i8,2014,north america,grey,diesel,automatic,3.6,93074.0,6589
i3,2012,asia,blue,electric,automatic,2.5,84030.0,2056
m5,2016,south america,blue,hybrid,automatic,4.8,102914.0,3658
3 series,2023,south america,white,electric,manual,4.3,32478.0,4272
i8,2011,europe,silver,petrol,automatic,4.1,57413.0,2864
7 series,2012,middle east,silver,petrol,manual,4.6,101715.0,9544
m5,2010,south america,blue,electric,manual,4.2,44357.0,436
m5,2017,north america,blue,petrol,manual,2.5,68546.0,1901
3 series,2011,middle east,grey,diesel,manual,3.5,77102.0,6737
m5,2024,asia,white,petrol,manual,4.4,69946.0,4109
5 series,2016,middle east,white,electric,automatic,2.1,95479.0,4746
i8,2020,africa,white,diesel,manual,2.1,41007.0,2083
i8,2018,south america,black,diesel,automatic,2.1,99614.0,2548
5 series,2015,south america,red,petrol,manual,2.2,101530.0,5433
m3,2011,africa,white,hybrid,manual,1.9,101761.0,4404
x1,2011,middle east,black,hybrid,automatic,4.4,67193.0,9949
i3,2018,africa,black,electric,automatic,4.4,109058.0,7778
x3,2019,asia,blue,electric,automatic,2.0,47340.0,1727
m3,2017,europe,blue,petrol,automatic,4.0,64121.0,4753
m5,2023,africa,white,electric,automatic,3.7,88296.0,8278
x1,2023,asia,blue,petrol,automatic,2.5,61637.0,9404
x6,2023,asia,blue,electric,manual,2.3,101536.0,7068
x6,2018,south america,red,diesel,automatic,2.4,82637.0,8232
i8,2013,asia,blue,petrol,automatic,4.1,44872.0,6661
5 series,2013,south america,grey,diesel,automatic,2.6,93112.0,4324
i3,2024,africa,silver,electric,automatic,2.5,108753.0,8534
7 series,2024,asia,red,petrol,manual,1.6,67344.0,2081
x1,2011,africa,black,petrol,manual,4.7,94575.0,9019
x5,2023,asia,white,diesel,automatic,4.1,65809.0,5891
i3,2019,africa,black,hybrid,manual,3.2,88029.0,3122
i8,2010,asia,blue,petrol,manual,4.8,43885.0,9295
m5,2019,south america,black,diesel,automatic,2.5,95856.0,3305
x1,2022,africa,red,electric,manual,3.9,68727.0,7865
x5,2013,asia,silver,electric,automatic,2.6,94870.0,9624
m3,2019,middle east,grey,petrol,manual,2.6,71037.0,8543
7 series,2019,asia,white,hybrid,automatic,4.5,97405.0,8122
x1,2020,north america,blue,diesel,automatic,4.3,119652.0,4029
x1,2017,south america,grey,petrol,automatic,2.5,108250.0,2770
3 series,2011,asia,grey,petrol,manual,1.8,51768.0,5295
x5,2022,south america,white,hybrid,manual,2.8,32945.0,2596
5 series,2021,north america,grey,diesel,manual,4.2,76478.0,2889
m5,2020,south america,blue,hybrid,automatic,1.9,105144.0,6267
i8,2017,middle east,white,electric,automatic,3.9,87659.0,4798
x3,2010,middle east,black,hybrid,manual,4.6,82925.0,2689
x3,2024,europe,red,diesel,manual,2.1,71108.0,1824
7 series,2010,europe,red,hybrid,manual,4.5,114032.0,2453
i8,2013,north america,blue,electric,manual,1.7,56515.0,9167
x1,2016,europe,grey,electric,manual,3.8,86665.0,848
m5,2018,europe,silver,petrol,manual,4.3,85496.0,6766
m3,2014,middle east,grey,petrol,manual,3.1,35967.0,200
m3,2011,middle east,red,electric,automatic,2.2,59234.0,9891
3 series,2021,middle east,black,hybrid,manual,4.7,85769.0,8387
i8,2016,south america,blue,petrol,automatic,1.6,60332.0,3621
m5,2020,north america,grey,hybrid,manual,3.4,31927.0,4842
x3,2011,asia,blue,diesel,manual,2.8,89721.0,723
x5,2018,europe,grey,electric,manual,3.1,70494.0,6649
m3,2018,north america,white,electric,automatic,3.4,98849.0,5148
m5,2012,north america,red,electric,manual,3.4,117442.0,297
i3,2022,africa,blue,electric,automatic,2.2,68039.0,8285
x6,2017,north america,grey,petrol,manual,3.9,36924.0,4160
3 series,2020,north america,black,electric,automatic,1.6,60317.0,8441
x6,2013,north america,grey,electric,manual,1.6,50221.0,4402
x6,2012,europe,red,hybrid,manual,3.2,42587.0,9003
m5,2010,africa,blue,electric,manual,3.4,60086.0,2332
x5,2014,asia,grey,diesel,manual,2.5,103443.0,2562
x5,2022,europe,black,hybrid,automatic,3.4,34187.0,9443
3 series,2023,asia,black,petrol,manual,3.3,94355.0,4427
i8,2020,north america,silver,hybrid,automatic,2.7,111678.0,8152
3 series,2013,africa,blue,petrol,manual,3.8,52114.0,4034
m3,2010,south america,blue,petrol,manual,4.9,37563.0,4421
x6,2019,south america,blue,diesel,automatic,3.2,44875.0,7342
x3,2017,north america,white,diesel,automatic,4.3,64270.0,9326
i3,2017,asia,black,petrol,automatic,2.4,60265.0,6397
m3,2022,europe,black,hybrid,manual,4.2,104270.0,2876
5 series,2017,middle east,grey,electric,automatic,3.8,59515.0,1131
x3,2012,asia,white,diesel,manual,3.7,106112.0,6784
3 series,2015,north america,black,petrol,automatic,4.6,105139.0,3020
x1,2021,europe,silver,petrol,manual,2.3,108649.0,5979
x1,2021,south america,white,hybrid,manual,2.8,95226.0,7203
x1,2016,asia,red,petrol,automatic,1.8,83433.0,1187
x1,2018,africa,blue,petrol,automatic,4.0,68631.0,3803
x1,2014,middle east,red,electric,automatic,4.5,118278.0,9894
x6,2018,europe,red,diesel,automatic,2.9,33917.0,1797
i3,2015,europe,red,diesel,manual,2.7,109829.0,9366
x1,2019,south america,black,petrol,automatic,3.8,109999.0,6016
7 series,2019,europe,silver,diesel,automatic,1.8,87640.0,8404
m3,2019,africa,red,electric,manual,2.5,79257.0,4539
m3,2013,asia,red,diesel,manual,2.8,58003.0,5940
x5,2022,europe,red,petrol,manual,3.3,85326.0,2402
x5,2010,asia,silver,petrol,automatic,3.2,50843.0,2792
3 series,2010,asia,red,electric,automatic,2.2,105283.0,5494
i3,2023,africa,black,diesel,manual,3.4,64120.0,5387
i3,2019,asia,grey,hybrid,automatic,4.7,51863.0,743
3 series,2014,asia,red,hybrid,manual,1.6,99203.0,7635
5 series,2022,middle east,red,diesel,manual,3.9,79788.0,8039
i8,2023,middle east,white,electric,automatic,3.7,41555.0,2035
x3,2012,europe,black,electric,manual,4.7,89712.0,1139
x3,2014,europe,white,hybrid,manual,3.8,34394.0,366
m3,2014,middle east,silver,electric,manual,3.7,112250.0,3908
i8,2010,africa,red,diesel,manual,4.2,53419.0,394
7 series,2023,south america,white,electric,automatic,2.4,82930.0,4737
x3,2017,europe,blue,electric,automatic,3.6,108127.0,9384
x1,2014,middle east,silver,diesel,automatic,3.3,100597.0,1389
i3,2014,asia,black,hybrid,automatic,3.0,66424.0,556
i8,2018,south america,white,petrol,manual,1.8,57249.0,8247
i8,2017,south america,grey,electric,manual,2.5,61315.0,8752
7 series,2022,middle east,red,petrol,manual,2.5,80514.0,4002
m3,2010,asia,black,diesel,automatic,4.0,41225.0,2845
i3,2012,south america,blue,petrol,automatic,4.7,35005.0,1203
m3,2021,north america,blue,diesel,automatic,2.3,72391.0,4405
x5,2016,middle east,silver,electric,automatic,1.8,31346.0,1931
3 series,2010,europe,silver,electric,manual,5.0,34955.0,6728
3 series,2010,europe,grey,hybrid,manual,3.9,54550.0,7338
x6,2014,middle east,white,petrol,automatic,4.6,86768.0,6291
5 series,2018,south america,blue,diesel,manual,2.0,68600.0,3068
5 series,2015,africa,white,electric,automatic,4.3,78478.0,6224
x6,2019,europe,white,petrol,manual,4.3,57037.0,5157
5 series,2011,africa,red,petrol,automatic,2.0,52039.0,2052
m5,2020,south america,blue,petrol,manual,2.1,95957.0,3440
x5,2018,europe,black,electric,automatic,2.5,85194.0,4010
x3,2015,south america,red,petrol,automatic,2.3,70022.0,419
i3,2014,africa,silver,electric,manual,4.9,50385.0,541
x5,2014,europe,black,diesel,manual,2.8,106981.0,7089
x1,2024,europe,white,electric,automatic,4.2,30236.0,2088
m5,2021,europe,blue,hybrid,automatic,4.3,72811.0,5262
3 series,2012,south america,white,electric,automatic,2.9,83367.0,1769
5 series,2023,asia,white,petrol,automatic,3.9,116746.0,5335
x3,2015,africa,white,diesel,manual,1.9,78628.0,2019
x6,2024,north america,blue,diesel,manual,2.9,49450.0,8452
7 series,2024,middle east,black,diesel,manual,4.9,55477.0,5988
7 series,2022,asia,white,diesel,automatic,2.1,48561.0,6419
x3,2013,africa,red,electric,manual,2.8,85109.0,528
x1,2022,south america,grey,petrol,automatic,4.3,110842.0,7562
i3,2021,north america,white,electric,manual,3.8,111792.0,9394
x1,2019,middle east,blue,electric,automatic,3.7,95890.0,3683
m5,2023,north america,grey,diesel,manual,4.5,104505.0,2337
x3,2024,europe,white,diesel,automatic,1.6,105956.0,9713
3 series,2011,north america,silver,hybrid,automatic,4.2,91587.0,7780
i8,2022,north america,white,hybrid,manual,4.6,41794.0,8457
x3,2012,middle east,grey,petrol,manual,1.6,76666.0,3122
x3,2018,north america,blue,petrol,manual,3.5,94560.0,8015
5 series,2020,middle east,blue,diesel,automatic,2.7,76172.0,7806
5 series,2020,africa,silver,electric,automatic,1.7,93175.0,4178
x1,2018,south america,grey,petrol,automatic,3.0,100382.0,5085
5 series,2015,africa,grey,diesel,automatic,3.8,93542.0,8507
5 series,2019,africa,silver,diesel,automatic,4.7,106178.0,1872
x1,2019,europe,black,hybrid,automatic,3.7,51887.0,1585
3 series,2023,south america,white,petrol,manual,4.5,84516.0,839
m5,2018,africa,black,diesel,manual,1.9,112295.0,1248
3 series,2013,africa,silver,diesel,manual,2.2,116248.0,2410
x3,2020,europe,silver,petrol,manual,4.9,97046.0,9091
x6,2014,middle east,white,diesel,automatic,4.6,77712.0,6730
m3,2019,asia,blue,electric,automatic,2.3,91041.0,705
m3,2015,europe,blue,hybrid,manual,3.7,55392.0,6237
3 series,2022,south america,white,electric,automatic,2.8,83475.0,7316
i3,2024,africa,silver,petrol,automatic,3.1,41586.0,2638
m5,2018,europe,red,hybrid,manual,4.5,56754.0,6904
x6,2022,africa,blue,hybrid,manual,4.1,35812.0,8763
i3,2014,africa,blue,electric,automatic,2.3,110512.0,8291
3 series,2017,europe,white,electric,automatic,2.6,94154.0,7189
m3,2020,south america,black,electric,manual,2.5,95788.0,303
5 series,2010,asia,silver,electric,automatic,4.2,103186.0,8005
3 series,2014,south america,grey,petrol,automatic,3.2,48288.0,1564
x5,2019,asia,white,hybrid,automatic,4.8,107106.0,5922
m3,2010,europe,red,petrol,manual,4.4,78367.0,7288
i3,2019,asia,silver,petrol,automatic,2.2,86555.0,8359
x6,2023,europe,silver,electric,automatic,4.3,75438.0,1938
m5,2015,south america,grey,petrol,manual,3.3,105166.0,2295
i3,2016,europe,blue,electric,manual,2.4,110283.0,4320
i8,2021,europe,blue,hybrid,manual,2.8,65299.0,6256
x3,2023,south america,red,electric,automatic,4.9,105791.0,9946
m5,2014,north america,red,diesel,manual,3.2,94236.0,8279
m5,2010,north america,black,electric,automatic,4.0,76675.0,3285
5 series,2015,north america,white,diesel,manual,3.2,76728.0,5134
i3,2019,europe,black,petrol,manual,2.8,100687.0,9429
x1,2014,africa,white,electric,manual,4.3,101156.0,6208
x5,2015,north america,grey,electric,automatic,4.5,35696.0,8049
i8,2020,africa,grey,electric,automatic,1.8,93552.0,1896
i3,2019,south america,grey,hybrid,manual,2.5,54928.0,5389
7 series,2024,middle east,black,hybrid,manual,3.3,80199.0,2759
m5,2016,middle east,blue,diesel,manual,2.6,30240.0,7870
i3,2016,africa,grey,diesel,manual,4.2,116365.0,8990
3 series,2011,africa,black,diesel,automatic,1.9,89064.0,1901
x3,2024,middle east,red,electric,automatic,4.3,103617.0,1800
x5,2021,africa,red,diesel,automatic,3.7,62411.0,4812
m3,2012,africa,blue,diesel,manual,2.5,35582.0,1732
7 series,2021,asia,red,petrol,manual,2.7,68946.0,2366
m3,2015,europe,blue,hybrid,manual,2.1,47869.0,3491
m3,2012,asia,grey,electric,manual,2.4,62252.0,9054
m3,2011,europe,black,electric,manual,4.0,83364.0,1050
3 series,2013,africa,red,hybrid,manual,2.8,113777.0,8370
7 series,2014,north america,grey,hybrid,automatic,3.9,69937.0,3121
3 series,2020,africa,grey,hybrid,manual,3.3,60139.0,689
x5,2019,europe,silver,hybrid,automatic,2.0,115436.0,6103
x3,2018,middle east,silver,diesel,automatic,3.2,36909.0,300
5 series,2012,europe,silver,electric,manual,4.1,38128.0,4124
i8,2012,middle east,white,electric,automatic,2.5,107339.0,4954
3 series,2015,north america,white,petrol,manual,3.8,32586.0,3213
i3,2014,south america,silver,petrol,automatic,2.2,74171.0,5285
x6,2015,middle east,white,electric,automatic,2.0,40918.0,3137
x5,2016,north america,grey,hybrid,automatic,2.8,86252.0,6516
i3,2020,south america,blue,petrol,automatic,2.9,101376.0,8427
x6,2012,middle east,silver,electric,manual,4.2,63330.0,2632
i3,2024,north america,silver,hybrid,manual,3.1,87208.0,5137
